DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LT,2013,278,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LT,2014,270,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LT,2015,262,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LT,2016,280,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LT,2017,315,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LT,2018,354,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LT,2019,359,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LT,2020,237,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LT,2021,287,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2010,347,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2011,349,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2012,373,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2013,394,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2014,366,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2015,418,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2016,417,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2017,438,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2018,443,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2019,463,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2020,268,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LU,2021,304,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2010,741,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2011,733,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2012,717,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2013,721,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2014,644,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2015,590,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2016,584,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2017,596,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2018,624,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2019,643,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2020,413,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,LV,2021,361,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,ME,2013,73,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,ME,2014,76,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,ME,2015,81,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,ME,2016,84,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,ME,2017,60,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,ME,2018,67,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,ME,2019,66,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,ME,2020,28,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2010,155,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2011,145,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2012,99,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2013,80,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2014,80,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2015,177,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2016,83,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2017,59,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2018,63,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2019,62,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2020,25,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,MK,2021,25,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2010,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2011,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2012,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2013,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2014,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2015,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2016,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2017,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2018,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2019,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2020,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NL,2021,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2010,3186,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2011,3076,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2012,3092,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2013,3260,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2014,3440,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2015,3555,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2016,3695,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2017,3584,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2018,3722,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2019,3715,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2020,1801,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,NO,2021,1780,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2010,17485,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2011,17633,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2012,17674,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2013,16659,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2014,15885,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2015,17240,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2016,19067,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2017,20215,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2018,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2019,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2020,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PL,2021,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2010,4111,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2011,4237,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2012,3803,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2013,3649,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2014,3852,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2015,3957,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2016,4266,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2017,4516,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2018,4570,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2019,5055,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2020,2563,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,PT,2021,2912,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2010,5437,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2011,5063,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2012,4550,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2013,4382,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2014,4971,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2015,5148,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2016,4988,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2017,5663,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2018,5577,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2019,5906,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2020,3720,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,RO,2021,4271,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2010,11155,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2011,11379,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2012,11792,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2013,11842,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2014,12121,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2015,12741,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2016,12800,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2017,13331,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2018,13547,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2019,14617,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2020,8129,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SE,2021,8027,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2010,729,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2011,689,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2012,659,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2013,679,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2014,620,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2015,628,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2016,611,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2017,570,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2018,568,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2019,572,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2020,338,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SI,2021,504,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2010,2309,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2011,2431,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2012,2459,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2013,2485,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2014,2583,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2015,3411,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2016,3484,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2017,3754,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2018,3792,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2019,3957,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2020,2133,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,SK,2021,1969,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2010,5491,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2011,5882,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2012,4598,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2013,3775,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2014,4393,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2015,4828,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2016,4325,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2017,4566,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2018,5560,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2019,11068,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2020,6094,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,TR,2021,8544,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,UK,2010,55831,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,UK,2011,58462,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,UK,2012,60783,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,UK,2013,61950,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,UK,2014,64711,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,UK,2015,66594,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,UK,2016,68010,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,UK,2017,68912,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,UK,2018,69706,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,MIO_PKM,UK,2019,71823,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2010,239974,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2011,241526,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2012,260518,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2013,271888,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2014,270913,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2015,280060,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2016,286990,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2017,288503,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2018,307647,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2019,314892,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2020,191272,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,AT,2021,217501,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BA,2014,528,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BA,2015,512,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BA,2016,418,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BA,2017,472,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BA,2018,549,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BA,2019,657,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BA,2020,181,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BA,2021,250,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2010,223198,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2011,228753,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2013,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2014,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2015,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2016,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2017,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2018,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2019,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2020,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BE,2021,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2010,30079,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2011,29287,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2012,26508,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2013,26059,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2014,24615,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2015,22518,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2016,21425,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2017,21195,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2018,21329,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2019,21329,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2020,16808,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,BG,2021,17142,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2010,492162,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2011,511770,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2012,513860,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2013,540352,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2014,567049,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2015,582889,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2016,602659,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2017,607941,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2018,607567,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2019,635595,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2020,402610,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CH,2021,420912,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2010,164642,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2011,167789,p
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2012,172580,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2013,174189,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2014,175705,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2015,176146,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2016,178766,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2017,182724,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2018,189288,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2019,193569,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2020,129308,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,CZ,2021,135083,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2010,2368375,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2011,2530284,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2012,2564498,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2013,2612764,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2014,2693080,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2015,2684908,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2016,2813782,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2017,2831443,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2018,2880558,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2019,2938023,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2020,1752198,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DE,2021,1761388,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2010,185947,
