DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2011,194428,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2012,201899,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2013,206160,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2014,208311,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2015,212253,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2016,211399,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2017,206566,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2018,205307,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2019,206601,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2020,133900,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,DK,2021,134076,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2010,4799,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2011,4758,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2012,4411,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2013,4199,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2014,5905,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2015,6659,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2016,6926,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2017,7433,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2018,7759,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2019,8373,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2020,5984,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EE,2021,6077,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2010,13817,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2011,13305,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2012,12658,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2013,13195,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2014,13399,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2015,16040,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2016,15582,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2017,15359,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2018,16795,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2019,19599,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2020,10220,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,EL,2021,10029,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2010,563505,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2011,579174,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2012,568596,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2013,563269,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2014,563801,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2015,567854,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2016,575572,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2017,600296,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2018,601912,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2019,634954,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2020,333397,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ES,2021,418501,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2010,68950,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2011,68376,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2012,69331,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2013,69318,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2014,68262,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2015,75952,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2016,82114,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2017,85703,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2018,87502,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2019,92801,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2020,59550,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FI,2021,55009,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2010,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2011,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2012,1150297,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2013,1164822,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2014,1157679,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2015,1204201,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2016,1234996,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2017,1277193,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2018,1246608,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2019,1265330,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2020,723852,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,FR,2021,894397,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2010,69421,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2011,49852,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2012,27576,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2013,24216,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2014,21889,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2015,21649,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2016,20709,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2017,19803,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2018,20244,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2019,19827,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2020,13100,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HR,2021,13534,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2010,140398,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2011,145561,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2012,147688,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2013,148379,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2014,146010,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2015,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2016,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2017,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2018,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2019,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2020,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,HU,2021,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2010,38226,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2011,37375,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2012,36918,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2013,37130,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2014,38517,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2015,39660,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2016,42820,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2017,45505,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2018,47960,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2019,50060,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2020,17930,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IE,2021,17411,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2010,838892,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2011,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2012,854836,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2013,854756,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2014,864123,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2015,872623,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2016,869199,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2017,864570,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2018,882243,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2019,898472,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2020,389883,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,IT,2021,491782,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2010,96,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2011,96,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2012,96,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2013,96,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2014,97,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2015,950,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2016,936,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2017,855,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2018,940,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2019,1081,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2020,479,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LI,2021,710,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2010,3795,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2011,4127,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2012,4251,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2013,4346,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2014,4126,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2015,3790,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2016,3916,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2017,4176,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2018,4665,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2019,4991,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2020,3238,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LT,2021,3948,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2010,17995,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2011,18200,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2012,19691,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2013,20549,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2014,21503,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2015,22496,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2016,22459,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2017,22930,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2018,23331,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2019,25016,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2020,14527,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LU,2021,16595,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2010,20804,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2011,20447,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2012,19707,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2013,19730,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2014,19190,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2015,17065,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2016,17228,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2017,17494,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2018,18242,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2019,18623,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2020,12862,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,LV,2021,11194,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ME,2013,922,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ME,2014,1122,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ME,2015,1236,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ME,2016,1285,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ME,2017,927,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ME,2018,992,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ME,2019,986,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,ME,2020,473,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2010,1512,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2011,1421,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2012,1013,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2013,853,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2014,803,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2015,1022,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2016,663,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2017,500,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2018,540,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2019,549,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2020,253,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,MK,2021,252,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2010,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2011,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2012,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2013,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2014,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2015,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2016,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2017,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2018,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2019,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2020,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NL,2021,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2010,59304,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2011,59384,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2012,62689,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2013,67251,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2014,70341,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2015,73836,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2016,74293,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2017,73561,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2018,77740,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2019,80402,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2020,42599,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,NO,2021,41401,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2010,241976,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2011,239054,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2012,266011,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2013,262382,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2014,260260,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2015,269664,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2016,285094,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2017,295394,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2018,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2019,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2020,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PL,2021,,c
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2010,152997,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2011,149189,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2012,132212,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2013,126079,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2014,128295,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2015,130421,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2016,133472,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2017,142127,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2018,147581,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2019,175511,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2020,102247,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,PT,2021,120702,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2010,64272,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2011,60971,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2012,57530,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2013,57393,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2014,64751,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2015,66479,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2016,64455,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2017,69056,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2018,66500,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2019,69707,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2020,50559,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,RO,2021,54937,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2010,179343,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2011,187055,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2012,193163,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2013,200706,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2014,207280,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2015,214434,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2016,220945,
