DATAFLOW,LAST UPDATE,freq,na_item,ppp_cat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2017,111,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2018,111,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2019,109,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2020,114,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2021,112,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2010,109,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2011,109,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2012,108,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2013,110,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2014,108,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2015,107,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2016,106,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2017,104,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2018,104,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2019,106,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2020,104,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2021,104,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2010,61,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2011,61,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2012,61,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2013,61,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2014,60,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2015,61,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2016,62,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2017,64,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2018,65,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2019,67,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2020,65,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2021,70,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2010,66,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2011,67,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2012,67,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2013,68,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2014,69,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2015,70,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2016,69,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2017,69,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2018,71,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2019,73,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2020,75,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HU,2021,75,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2010,131,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2011,131,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2012,133,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2013,133,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2014,138,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2015,181,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2016,177,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2017,183,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2018,190,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2019,189,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2020,205,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IE,2021,219,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2010,121,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2011,119,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2012,120,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2013,123,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2014,124,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2015,129,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2016,132,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2017,130,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2018,128,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2019,126,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2020,119,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IS,2021,119,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2010,106,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2011,105,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2012,103,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2013,101,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2014,98,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2015,97,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2016,99,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2017,98,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2018,97,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2019,97,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2020,94,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,IT,2021,95,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2010,107,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2011,105,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2012,108,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2013,109,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2014,107,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2015,107,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2016,100,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2017,97,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2018,95,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2019,89,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2020,91,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,JP,2021,86,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2010,61,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2011,66,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2012,71,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2013,74,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2014,76,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2015,75,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2016,76,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2017,79,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2018,81,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2019,84,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2020,88,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LT,2021,89,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2010,274,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2011,274,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2012,277,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2013,279,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2014,283,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2015,282,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2016,278,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2017,269,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2018,260,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2019,251,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2020,261,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LU,2021,268,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2010,54,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2011,56,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2012,61,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2013,63,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2014,64,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2015,65,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2016,66,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2017,67,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2018,69,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2019,69,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2020,72,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,LV,2021,72,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2010,41,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2011,42,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2012,40,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2013,41,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2014,41,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2015,43,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2016,45,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2017,46,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2018,48,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2019,50,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2020,45,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ME,2021,48,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2010,35,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2011,34,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2012,34,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2013,35,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2014,36,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2015,36,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2016,37,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2017,37,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2018,38,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2019,38,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2020,38,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MK,2021,42,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2010,87,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2011,84,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2012,87,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2013,90,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2014,93,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2015,98,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2016,98,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2017,102,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2018,102,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2019,103,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2020,97,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,MT,2021,100,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2010,137,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2011,135,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2012,135,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2013,137,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2014,133,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2015,131,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2016,129,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2017,129,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2018,129,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2019,127,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2020,130,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NL,2021,130,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2010,177,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2011,181,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2012,188,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2013,187,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2014,179,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2015,159,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2016,146,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2017,151,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2018,157,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2019,147,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2020,142,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,NO,2021,167,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2010,63,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2011,65,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2012,67,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2013,67,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2014,67,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2015,69,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2016,69,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2017,69,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2018,71,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2019,73,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2020,76,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PL,2021,77,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2010,83,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2011,78,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2012,76,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2013,77,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2014,77,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2015,78,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2016,78,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2017,77,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2018,78,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2019,79,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2020,76,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,PT,2021,75,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2010,53,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2011,55,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2012,57,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2013,55,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2014,56,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2015,57,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2016,59,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2017,63,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2018,66,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2019,70,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2020,73,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RO,2021,74,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2010,39,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2011,40,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2012,40,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2013,41,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2014,40,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2015,39,
ESTAT:TEC00114(1.0),06/01/23 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,RS,2016,39,
