COUNTRY,Country,VARIABLE,Variable,MEASURE,Measure,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
BEL,Belgium,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR_CONST,Constant Euro,2014,2014,EUR,Euro,0,Units,,,1654449755,B,Break
BEL,Belgium,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR_CONST,Constant Euro,2015,2015,EUR,Euro,0,Units,,,2074993900,P; B,Provisional value; Break
BEL,Belgium,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR_CONST,Constant Euro,2016,2016,EUR,Euro,0,Units,,,1962680776,,
BEL,Belgium,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR_CONST,Constant Euro,2017,2017,EUR,Euro,0,Units,,,1723416910,P,Provisional value
BEL,Belgium,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR_CONST,Constant Euro,2018,2018,EUR,Euro,0,Units,,,1709952607,P,Provisional value
BEL,Belgium,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR_CONST,Constant Euro,2019,2019,EUR,Euro,0,Units,,,1693802035,P,Provisional value
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2000,2000,EUR,Euro,0,Units,,,197550436,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2001,2001,EUR,Euro,0,Units,,,192757065.5,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2002,2002,EUR,Euro,0,Units,,,221560665.3,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2003,2003,EUR,Euro,0,Units,,,237287374.3,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2004,2004,EUR,Euro,0,Units,,,195310855.3,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2005,2005,EUR,Euro,0,Units,,,189885825.1,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2006,2006,EUR,Euro,0,Units,,,196125180.8,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2007,2007,EUR,Euro,0,Units,,,184406349.7,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2008,2008,EUR,Euro,0,Units,,,168344213.6,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2009,2009,EUR,Euro,0,Units,,,190839694.7,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2010,2010,EUR,Euro,0,Units,,,379498364.2,B,Break
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2011,2011,EUR,Euro,0,Units,,,260230849.9,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2012,2012,EUR,Euro,0,Units,,,569515962.9,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2013,2013,EUR,Euro,0,Units,,,603288797.5,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2014,2014,EUR,Euro,0,Units,,,423780487.8,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2015,2015,EUR,Euro,0,Units,,,778000000,P,Provisional value
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2016,2016,EUR,Euro,0,Units,,,797244094.5,,
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2017,2017,EUR,Euro,0,Units,,,637420796.9,P,Provisional value
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2018,2018,EUR,Euro,0,Units,,,645497630.3,P,Provisional value
BEL,Belgium,I-INV-RD,Road infrastructure investment,EUR_CONST,Constant Euro,2019,2019,EUR,Euro,0,Units,,,679925994.4,P,Provisional value
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2000,2000,EUR,Euro,0,Units,,,78224669.3,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2001,2001,EUR,Euro,0,Units,,,81298898.36,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2002,2002,EUR,Euro,0,Units,,,87593751.38,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2003,2003,EUR,Euro,0,Units,,,93632315.26,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2004,2004,EUR,Euro,0,Units,,,96403435.01,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2005,2005,EUR,Euro,0,Units,,,97377346.2,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2006,2006,EUR,Euro,0,Units,,,120692419,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2007,2007,EUR,Euro,0,Units,,,104422872.7,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2008,2008,EUR,Euro,0,Units,,,110071216.6,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2009,2009,EUR,Euro,0,Units,,,121046892,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2010,2010,EUR,Euro,0,Units,,,200654307.5,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2011,2011,EUR,Euro,0,Units,,,163693599.2,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2012,2012,EUR,Euro,0,Units,,,149330587,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2013,2013,EUR,Euro,0,Units,,,151079136.7,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2014,2014,EUR,Euro,0,Units,,,209349593.5,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2015,2015,EUR,Euro,0,Units,,,457000000,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2016,2016,EUR,Euro,0,Units,,,519685039.4,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2017,2017,EUR,Euro,0,Units,,,385614188.5,P,Provisional value
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2018,2018,EUR,Euro,0,Units,,,204739336.5,,
BEL,Belgium,I-MTN-RD,Road infrastructure maintenance,EUR_CONST,Constant Euro,2019,2019,EUR,Euro,0,Units,,,197039778,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2000,2000,EUR,Euro,0,Units,,,275775105.3,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2001,2001,EUR,Euro,0,Units,,,274055963.8,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2002,2002,EUR,Euro,0,Units,,,309154416.6,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2003,2003,EUR,Euro,0,Units,,,330919689.6,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2004,2004,EUR,Euro,0,Units,,,291714290.3,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2005,2005,EUR,Euro,0,Units,,,287263171.3,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2006,2006,EUR,Euro,0,Units,,,316817599.8,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2007,2007,EUR,Euro,0,Units,,,288829222.4,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2008,2008,EUR,Euro,0,Units,,,278415430.3,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2009,2009,EUR,Euro,0,Units,,,311886586.7,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2010,2010,EUR,Euro,0,Units,,,580152671.8,B,Break
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2011,2011,EUR,Euro,0,Units,,,423924449.1,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2012,2012,EUR,Euro,0,Units,,,718846549.9,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2013,2013,EUR,Euro,0,Units,,,754367934.2,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2014,2014,EUR,Euro,0,Units,,,633130081.3,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2015,2015,EUR,Euro,0,Units,,,1235000000,P,Provisional value
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2016,2016,EUR,Euro,0,Units,,,1316929134,,
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2017,2017,EUR,Euro,0,Units,,,1023034985,P,Provisional value
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2018,2018,EUR,Euro,0,Units,,,850236966.8,P,Provisional value
BEL,Belgium,I-INV-MTN-RD,Total road spending,EUR_CONST,Constant Euro,2019,2019,EUR,Euro,0,Units,,,876965772.4,P,Provisional value
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2005,2005,BGN,Bulgarian Lev,0,Units,,,788000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2006,2006,BGN,Bulgarian Lev,0,Units,,,963000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2007,2007,BGN,Bulgarian Lev,0,Units,,,1297000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2008,2008,BGN,Bulgarian Lev,0,Units,,,641000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2009,2009,BGN,Bulgarian Lev,0,Units,,,353000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2010,2010,BGN,Bulgarian Lev,0,Units,,,979000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2011,2011,BGN,Bulgarian Lev,0,Units,,,1177000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2012,2012,BGN,Bulgarian Lev,0,Units,,,1369000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2013,2013,BGN,Bulgarian Lev,0,Units,,,1230000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2014,2014,BGN,Bulgarian Lev,0,Units,,,1430000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2015,2015,BGN,Bulgarian Lev,0,Units,,,2232500000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2016,2016,BGN,Bulgarian Lev,0,Units,,,619000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2017,2017,BGN,Bulgarian Lev,0,Units,,,405300000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2018,2018,BGN,Bulgarian Lev,0,Units,,,1914000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2019,2019,BGN,Bulgarian Lev,0,Units,,,1276000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,NAT,National currency,2020,2020,BGN,Bulgarian Lev,0,Units,,,1364000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2005,2005,BGN,Bulgarian Lev,0,Units,,,532000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2006,2006,BGN,Bulgarian Lev,0,Units,,,501000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2007,2007,BGN,Bulgarian Lev,0,Units,,,417000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2008,2008,BGN,Bulgarian Lev,0,Units,,,501000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2009,2009,BGN,Bulgarian Lev,0,Units,,,256000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2010,2010,BGN,Bulgarian Lev,0,Units,,,725000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2011,2011,BGN,Bulgarian Lev,0,Units,,,1001000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2012,2012,BGN,Bulgarian Lev,0,Units,,,1146000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2013,2013,BGN,Bulgarian Lev,0,Units,,,988000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2014,2014,BGN,Bulgarian Lev,0,Units,,,1102000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2015,2015,BGN,Bulgarian Lev,0,Units,,,1641000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2016,2016,BGN,Bulgarian Lev,0,Units,,,319000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2017,2017,BGN,Bulgarian Lev,0,Units,,,225000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2018,2018,BGN,Bulgarian Lev,0,Units,,,1726000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2019,2019,BGN,Bulgarian Lev,0,Units,,,1033000000,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,NAT,National currency,2020,2020,BGN,Bulgarian Lev,0,Units,,,1027000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006,2006,BGN,Bulgarian Lev,0,Units,,,221000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007,2007,BGN,Bulgarian Lev,0,Units,,,433000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008,2008,BGN,Bulgarian Lev,0,Units,,,416000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009,2009,BGN,Bulgarian Lev,0,Units,,,152000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2010,2010,BGN,Bulgarian Lev,0,Units,,,215000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2011,2011,BGN,Bulgarian Lev,0,Units,,,155000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2012,2012,BGN,Bulgarian Lev,0,Units,,,218000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2013,2013,BGN,Bulgarian Lev,0,Units,,,203000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2014,2014,BGN,Bulgarian Lev,0,Units,,,196000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2015,2015,BGN,Bulgarian Lev,0,Units,,,270000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2016,2016,BGN,Bulgarian Lev,0,Units,,,342000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2017,2017,BGN,Bulgarian Lev,0,Units,,,321000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2018,2018,BGN,Bulgarian Lev,0,Units,,,502000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2019,2019,BGN,Bulgarian Lev,0,Units,,,416000000,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2020,2020,BGN,Bulgarian Lev,0,Units,,,1027000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2006,2006,BGN,Bulgarian Lev,0,Units,,,722000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2007,2007,BGN,Bulgarian Lev,0,Units,,,850000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2008,2008,BGN,Bulgarian Lev,0,Units,,,917000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2009,2009,BGN,Bulgarian Lev,0,Units,,,408000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2010,2010,BGN,Bulgarian Lev,0,Units,,,940000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2011,2011,BGN,Bulgarian Lev,0,Units,,,1156000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2012,2012,BGN,Bulgarian Lev,0,Units,,,1364000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2013,2013,BGN,Bulgarian Lev,0,Units,,,1191000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2014,2014,BGN,Bulgarian Lev,0,Units,,,1298000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2015,2015,BGN,Bulgarian Lev,0,Units,,,1911000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2016,2016,BGN,Bulgarian Lev,0,Units,,,661000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2017,2017,BGN,Bulgarian Lev,0,Units,,,546000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2018,2018,BGN,Bulgarian Lev,0,Units,,,2228000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2019,2019,BGN,Bulgarian Lev,0,Units,,,1449000000,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,NAT,National currency,2020,2020,BGN,Bulgarian Lev,0,Units,,,2054000000,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2005,2005,EUR,Euro,0,Units,,,402904182.4,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2006,2006,EUR,Euro,0,Units,,,492381634.1,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2007,2007,EUR,Euro,0,Units,,,663155741.9,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2008,2008,EUR,Euro,0,Units,,,327743123,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2009,2009,EUR,Euro,0,Units,,,180488802.5,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2010,2010,EUR,Euro,0,Units,,,500562429.7,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2011,2011,EUR,Euro,0,Units,,,601799775,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2012,2012,EUR,Euro,0,Units,,,699969322,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2013,2013,EUR,Euro,0,Units,,,628898660.4,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2014,2014,EUR,Euro,0,Units,,,731158605.2,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2015,2015,EUR,Euro,0,Units,,,1141476634,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2016,2016,EUR,Euro,0,Units,,,316494529.1,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2017,2017,EUR,Euro,0,Units,,,207229778.1,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2018,2018,EUR,Euro,0,Units,,,978627671.5,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2019,2019,EUR,Euro,0,Units,,,652418447.7,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR,Euro,2020,2020,EUR,Euro,0,Units,,,697412823.4,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2005,2005,EUR,Euro,0,Units,,,272011453.1,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2006,2006,EUR,Euro,0,Units,,,256161161.7,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2007,2007,EUR,Euro,0,Units,,,213211984.9,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2008,2008,EUR,Euro,0,Units,,,256161161.7,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2009,2009,EUR,Euro,0,Units,,,130892729.3,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2010,2010,EUR,Euro,0,Units,,,370692299.8,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2011,2011,EUR,Euro,0,Units,,,511811023.6,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2012,2012,EUR,Euro,0,Units,,,585949483.6,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2013,2013,EUR,Euro,0,Units,,,505164127.2,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2014,2014,EUR,Euro,0,Units,,,563452295.7,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2015,2015,EUR,Euro,0,Units,,,839042846.9,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2016,2016,EUR,Euro,0,Units,,,163104611.9,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2017,2017,EUR,Euro,0,Units,,,115042437.9,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2018,2018,EUR,Euro,0,Units,,,882503323.4,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2019,2019,EUR,Euro,0,Units,,,528172614.8,,
BGR,Bulgaria,I-INV-RD,Road infrastructure investment,EUR,Euro,2020,2020,EUR,Euro,0,Units,,,525104816.4,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2006,2006,EUR,Euro,0,Units,,,112997239,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2007,2007,EUR,Euro,0,Units,,,221392780.4,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2008,2008,EUR,Euro,0,Units,,,212700685.1,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2009,2009,EUR,Euro,0,Units,,,77717558.03,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2010,2010,EUR,Euro,0,Units,,,109929440.6,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2011,2011,EUR,Euro,0,Units,,,79251457.2,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2012,2012,EUR,Euro,0,Units,,,111463339.8,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2013,2013,EUR,Euro,0,Units,,,103793844,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2014,2014,EUR,Euro,0,Units,,,100214745.9,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2015,2015,EUR,Euro,0,Units,,,138050925.5,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2016,2016,EUR,Euro,0,Units,,,174864505.6,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2017,2017,EUR,Euro,0,Units,,,164127211.4,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2018,2018,EUR,Euro,0,Units,,,256672461.4,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2019,2019,EUR,Euro,0,Units,,,212700685.1,,
BGR,Bulgaria,I-MTN-RD,Road infrastructure maintenance,EUR,Euro,2020,2020,EUR,Euro,0,Units,,,525104816.4,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2006,2006,EUR,Euro,0,Units,,,369158400.7,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2007,2007,EUR,Euro,0,Units,,,434604765.3,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2008,2008,EUR,Euro,0,Units,,,468861846.8,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2009,2009,EUR,Euro,0,Units,,,208610287.4,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2010,2010,EUR,Euro,0,Units,,,480621740.5,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2011,2011,EUR,Euro,0,Units,,,591062480.8,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2012,2012,EUR,Euro,0,Units,,,697412823.4,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2013,2013,EUR,Euro,0,Units,,,608957971.2,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2014,2014,EUR,Euro,0,Units,,,663667041.6,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2015,2015,EUR,Euro,0,Units,,,977093772.4,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2016,2016,EUR,Euro,0,Units,,,337969117.5,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2017,2017,EUR,Euro,0,Units,,,279169649.2,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2018,2018,EUR,Euro,0,Units,,,1139175785,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2019,2019,EUR,Euro,0,Units,,,740873299.9,,
BGR,Bulgaria,I-INV-MTN-RD,Total road spending,EUR,Euro,2020,2020,EUR,Euro,0,Units,,,1050209633,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR_CONST,Constant Euro,2005,2005,EUR,Euro,0,Units,,,690517288.9,,
BGR,Bulgaria,I-INV-TOT-INLD,Total inland transport infrastructure investment,EUR_CONST,Constant Euro,2006,2006,EUR,Euro,0,Units,,,664118379.9,,
